Sales_ID,name,year,selling_price,km_driven,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,sold,Region
657,Maruti Swift AMT VVT VXI,2019,650000,5621,California,Los Angeles,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81.8,5,Y,West
662,BMW X4 M Sport X xDrive20d,2019,5500000,8500,California,San Francisco,Diesel,Dealer,Automatic,First Owner,16.7,1995,190,5,Y,West
663,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,California,Los Angeles,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88.76,5,Y,West
672,Hyundai Getz 1.5 CRDi GVS,2009,150000,110000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,17,1493,110,5,Y,West
673,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,77800,California,Los Angeles,Diesel,Individual,Manual,First Owner,25,1248,88.5,5,Y,West
674,Mahindra TUV 300 T8,2015,730000,100000,California,Los Angeles,Diesel,Individual,Manual,First Owner,18.4,1493,100,7,Y,West
678,Maruti Swift Dzire Tour S CNG,2018,455000,100000,California,Los Angeles,Petrol,Individual,Manual,Second Owner,19,1197,85.8,5,Y,West
686,Ford Figo 1.2P Titanium Opt MT,2016,370000,60000,California,Los Angeles,Petrol,Individual,Manual,First Owner,18.1,1196,86.8,5,Y,West
687,Mahindra Bolero 2011-2019 SLE,2013,330000,136000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,15.9,2523,62.1,7,Y,West
692,Hyundai Santro Xing GL Plus,2009,114999,90000,California,San Diego,Petrol,Individual,Manual,Fourth & Above Owner,17.9,1086,62.1,5,Y,West
699,Maruti Swift Dzire VDI,2017,680000,40000,California,Los Angeles,Diesel,Individual,Manual,First Owner,28,1248,74.02,5,Y,West
704,Mahindra Bolero DI DX 8 Seater,2008,250000,120000,California,Los Angeles,Diesel,Individual,Manual,First Owner,13,2523,63,8,Y,West
705,Mahindra TUV 300 T8,2015,590000,40000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,18.4,1493,100,7,Y,West
706,Hyundai EON Era Plus,2015,290000,17000,California,Los Angeles,Petrol,Individual,Manual,First Owner,21,814,55.2,5,Y,West
709,Hyundai EON Era Plus,2014,195000,65000,California,Los Angeles,Petrol,Individual,Manual,Second Owner,21,814,55.2,5,Y,West
710,Tata Nano Cx,2011,45000,10000,California,Los Angeles,Petrol,Individual,Manual,Third Owner,26,624,35,4,Y,West
711,Mahindra Bolero DI DX 8 Seater,2009,270000,70000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,13,2523,63,8,Y,West
712,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,600000,90000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,13.5,2499,72.4,9,Y,West
722,Hyundai Accent GLE,2004,80000,120000,California,Los Angeles,Petrol,Individual,Manual,Second Owner,13,1495,94,5,Y,West
741,Chevrolet Beat LT,2010,150000,68000,California,Los Angeles,Petrol,Individual,Manual,Fourth & Above Owner,18,1199,79.4,5,Y,West
743,Mahindra XUV500 W10 2WD,2017,1625000,54000,California,San Francisco,Diesel,Individual,Manual,First Owner,16,2179,140,7,Y,West
753,Toyota Innova 2.5 E Diesel MS 8-seater,2008,290000,126000,California,Los Angeles,Diesel,Individual,Manual,Third Owner,12,2494,102,8,Y,West
754,Tata Indigo eCS VX BSIV,2013,300000,90000,California,Los Angeles,Diesel,Individual,Manual,First Owner,25,1396,69,5,Y,West
755,Ford Figo Aspire 1.2 Ti-VCT Titanium,2017,565000,80000,California,Los Angeles,Petrol,Individual,Manual,First Owner,18.1,1196,86.8,5,Y,West
756,Mahindra Scorpio 2.6 CRDe SLE,2011,441000,70000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,10,2609,120,7,Y,West
768,Hyundai Grand i10 CRDi Sportz,2015,425000,91500,California,San Diego,Diesel,Individual,Manual,Second Owner,24,1120,70,5,Y,West
772,Honda Amaze i-VTEC Privilege Edition,2017,490000,80000,California,Los Angeles,Petrol,Individual,Manual,First Owner,17,1198,86.7,5,Y,West
782,Mahindra XUV500 W8 2WD,2014,650000,90000,California,San Diego,Diesel,Individual,Manual,Second Owner,15,2179,140,7,Y,West
783,Chevrolet Aveo U-VA 1.2 LS,2008,80000,70000,California,San Diego,Petrol,Individual,Manual,Second Owner,15.2,1150,74.9,5,Y,West
784,Mahindra Bolero SLX 2WD BSIII,2009,290000,120000,California,Los Angeles,Diesel,Individual,Manual,First Owner,13,2523,63,7,Y,West
793,Honda Civic 1.8 V AT,2009,250000,105000,California,Los Angeles,Petrol,Individual,Automatic,Second Owner,12,1799,130,5,Y,West
795,Maruti Alto LXi,2010,165000,30000,California,Los Angeles,Petrol,Individual,Manual,Third Owner,19,796,46.3,5,Y,West
796,Chevrolet Tavera Neo 3 LS 10 Str,2016,409999,60000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,12,1994,105.3,10,Y,West
799,Maruti Swift Dzire VDi,2011,350000,137500,California,Los Angeles,Diesel,Individual,Manual,Third Owner,19,1248,73.9,5,Y,West
812,Tata Manza Aura Quadrajet,2011,229999,110000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,18,1248,90,5,Y,West
824,Maruti Baleno Alpha 1.2,2016,660000,60000,California,Los Angeles,Petrol,Individual,Manual,First Owner,21,1197,83.1,5,Y,West
825,Hyundai i20 Magna,2010,270000,60000,California,Los Angeles,Petrol,Individual,Manual,First Owner,18,1197,80,5,Y,West
844,Hyundai i10 Sportz 1.1L,2015,360000,20000,California,Los Angeles,Petrol,Individual,Manual,First Owner,19.8,1086,68.05,5,Y,West
846,Ford Fiesta 1.4 ZXi Duratec,2011,200000,70000,California,San Diego,Petrol,Individual,Manual,Second Owner,16,1388,68,5,Y,West
847,Mahindra KUV 100 mFALCON G80 K2,2016,327000,20000,California,San Diego,Petrol,Individual,Manual,First Owner,18.1,1198,82,6,Y,West
853,Hyundai Verna CRDi SX,2007,185000,90000,California,Los Angeles,Diesel,Individual,Manual,Fourth & Above Owner,16,1493,110,5,Y,West
860,Maruti Omni E MPI STD BS IV,2018,220000,10000,California,Los Angeles,Petrol,Individual,Manual,First Owner,16,796,34.2,8,Y,West
869,Hyundai EON Era,2011,160000,57000,California,Los Angeles,Petrol,Individual,Manual,First Owner,21,814,55.2,5,Y,West
870,Maruti Swift Dzire ZDI,2017,695000,50000,California,Los Angeles,Diesel,Individual,Manual,First Owner,26.5,1248,74,5,Y,West
871,Maruti Wagon R Duo Lxi,2012,231000,70000,California,Los Angeles,LPG,Individual,Manual,First Owner,26.2,998,58.2,5,Y,West
873,Hyundai i20 Sportz 1.2,2013,400000,70000,California,Los Angeles,Petrol,Individual,Manual,First Owner,18,1197,82.85,5,Y,West
877,Tata Indigo LS,2010,120000,100000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,17,1405,70,5,Y,West
878,Mahindra Xylo H4,2014,480000,120000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,14,2179,118.3,7,Y,West
883,Chevrolet Beat Diesel LT,2012,200000,70000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,25.4,936,57.6,5,Y,West
902,Maruti 800 Std,2002,40000,80000,California,Los Angeles,Petrol,Individual,Manual,Third Owner,16,796,37,4,Y,West
908,Toyota Etios GD,2013,409999,90000,California,Los Angeles,Diesel,Individual,Manual,First Owner,23.5,1364,67.04,5,Y,West
914,Hyundai EON Era Plus,2014,260000,18945,California,Los Angeles,Petrol,Individual,Manual,First Owner,21,814,55.2,5,Y,West
921,Maruti Alto 800 VXI Plus,2020,370000,15000,California,Los Angeles,Petrol,Individual,Manual,First Owner,22,796,47.3,5,Y,West
922,Renault KWID RXT Optional,2018,340000,10000,California,Los Angeles,Petrol,Individual,Manual,First Owner,25.1,799,53.3,5,Y,West
926,Mahindra Bolero 2011-2019 DI - AC BS III,2016,550000,70000,California,Los Angeles,Diesel,Individual,Manual,First Owner,15.9,2523,63,9,Y,West
927,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,600000,95000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,12.9,2494,100.57,7,Y,West
932,Maruti Swift VDI Optional,2016,520000,50000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,25,1248,74,5,Y,West
940,Hyundai Verna 1.6 SX,2012,450000,120000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,22.3,1582,126.32,5,Y,West
942,Tata New Safari 3L Dicor LX 4x2,2007,280000,160000,California,San Diego,Diesel,Individual,Manual,Second Owner,13.9,2956,138.1,7,Y,West
951,Hyundai Verna CRDi SX,2008,220000,85000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,16,1493,110,5,Y,West
952,Maruti Zen D,2003,85000,120000,California,Los Angeles,Diesel,Individual,Manual,Third Owner,20,1527,58,5,Y,West
957,Maruti Ertiga ZDI,2012,425000,96000,California,Los Angeles,Diesel,Individual,Manual,Second Owner,20.7,1248,88.8,7,Y,West
958,Maruti Eeco 5 Seater AC BSIV,2011,150000,80000,California,Los Angeles,Petrol,Individual,Manual,Third Owner,15.3,1196,73,5,Y,West
965,Toyota Innova 2.5 VX 8 STR,2012,1100000,151000,California,Los Angeles,Diesel,Individual,Manual,First Owner,12,2494,102,8,Y,West
968,Maruti Swift VDI BSIV,2015,550000,23000,California,Los Angeles,Diesel,Individual,Manual,First Owner,25,1248,74,5,Y,West
969,Volkswagen Vento Diesel Highline,2012,350000,40000,California,Los Angeles,Diesel,Individual,Manual,First Owner,20.5,1598,103.6,5,Y,West
987,Chevrolet Spark 1.0 LT,2009,95000,120000,California,Los Angeles,Petrol,Individual,Manual,Third Owner,18,995,62,5,Y,West
995,Mahindra Scorpio EX,2013,500000,195000,California,Los Angeles,Diesel,Individual,Manual,First Owner,14,2523,75,8,Y,West
996,Maruti Wagon R Stingray VXI,2013,350000,40000,California,Los Angeles,Petrol,Individual,Manual,First Owner,20.5,998,67.04,5,Y,West
997,Tata Indica V2 DLS TC,2008,100000,40000,California,Los Angeles,Diesel,Individual,Manual,First Owner,16,1405,62,5,Y,West
999,Maruti Wagon R LXI BS IV,2012,220000,360003,California,Los Angeles,Petrol,Individual,Manual,Second Owner,18,998,67.1,5,Y,West
1023,Maruti Ritz VDi,2013,409999,100000,California,Los Angeles,Diesel,Individual,Manual,Third Owner,23,1248,73.94,5,Y,West
1026,Maruti Alto LX,2000,108000,206000,California,Los Angeles,Petrol,Individual,Manual,Fourth & Above Owner,19,796,46.3,5,Y,West
1205,Maruti Swift Dzire VDI,2017,711000,35000,California,Huntington Beach,Diesel,Individual,Manual,First Owner,28,1248,74.02,5,Y,West
1300,Honda Accord 2.4 AT,2009,400000,100000,California,Los Altos,Petrol,Individual,Automatic,Second Owner,11,2354,177.6,5,Y,West
1301,Maruti Swift AMT VXI,2019,610000,10000,California,Los Gatos,Petrol,Individual,Automatic,First Owner,21.2,1197,81.8,5,Y,West
1302,Maruti Swift Dzire VDI,2014,509999,110000,California,Los Banos,Diesel,Individual,Manual,First Owner,23,1248,74,5,Y,West
1303,Tata Safari Storme VX,2014,521000,86000,California,Los Altos,Diesel,Individual,Manual,Second Owner,14,2179,138.1,7,Y,West
1304,Maruti Swift Dzire VDI,2014,511000,100000,California,Los Altos,Diesel,Individual,Manual,First Owner,23,1248,74,5,Y,West
1305,Hyundai i20 Sportz 1.4 CRDi,2014,451000,91000,California,Los Altos,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,5,Y,West
1308,Honda City 1.5 V Elegance,2011,375000,90000,California,Los Altos,Petrol,Individual,Manual,Second Owner,17,1497,118,5,Y,West
1309,Maruti Alto 800 LXI,2016,305000,60000,California,Los Banos,Petrol,Individual,Manual,Second Owner,22.7,796,47.3,5,Y,West
1310,Renault KWID RXT,2016,315000,51500,California,Los Altos,Petrol,Individual,Manual,First Owner,25.1,799,53.3,5,Y,West
1311,Chevrolet Sail 1.3 LS,2016,250000,60000,California,Los Gatos,Diesel,Individual,Manual,Second Owner,22,1248,74,5,Y,West
1312,Ford Figo Diesel EXI,2012,200000,104500,California,Long Beach,Diesel,Individual,Manual,Second Owner,20,1399,68,5,Y,West
1313,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,30000,California,Manhattan Beach,Diesel,Individual,Manual,First Owner,23,1498,98.96,5,Y,West
1314,Renault Duster 110PS Diesel RxL,2012,400000,120000,California,Manhattan Beach,Diesel,Individual,Manual,Third Owner,19,1461,108.45,5,Y,West
1315,Maruti Swift ZDi,2014,509999,100000,California,Manhattan Beach,Diesel,Individual,Manual,Second Owner,22,1248,74,5,Y,West
1316,Honda Civic 1.8 V MT,2008,375000,90000,California,Long Beach,Petrol,Individual,Manual,Third Owner,13,1799,130,5,Y,West
1317,Maruti Wagon R LXI,2005,150000,150000,California,Los Gatos,Petrol,Individual,Manual,Third Owner,18,998,67.1,5,Y,West
1318,Maruti Wagon R AX,2006,75000,60000,California,Los Gatos,Petrol,Individual,Automatic,First Owner,18,998,67.1,5,Y,West
1319,Hyundai Verna 1.4 VTVT,2015,465000,50000,California,Los Gatos,Petrol,Individual,Manual,Second Owner,17.4,1396,105.5,5,Y,West
1320,Hyundai Grand i10 1.2 CRDi Asta,2019,700000,10000,California,Los Gatos,Diesel,Individual,Manual,First Owner,24,1186,73.97,5,Y,West
1321,Mahindra Scorpio 1.99 S10,2015,950000,120000,California,Los Banos,Diesel,Individual,Manual,Third Owner,15,1997,120,7,Y,West
1322,Hyundai i20 1.2 Asta,2017,610000,40000,California,Los Banos,Petrol,Individual,Manual,First Owner,18,1197,81.83,5,Y,West
1324,Maruti Alto 800 LXI,2014,235000,50000,California,Los Altos,Petrol,Individual,Manual,First Owner,22.7,796,47.3,5,Y,West
1326,Nissan Terrano XE 85 PS,2014,472000,90000,California,Manhattan Beach,Diesel,Individual,Manual,First Owner,20.4,1461,83.8,5,Y,West
1327,Maruti Swift VXI,2019,585000,10000,California,Manhattan Beach,Petrol,Individual,Manual,First Owner,21.2,1197,81.8,5,Y,West
1328,Mahindra Supro LX 8 Str,2018,500000,10000,California,Los Gatos,Diesel,Individual,Manual,First Owner,23,909,45,8,Y,West
1329,Maruti Alto K10 VXI,2019,360000,27000,California,Manhattan Beach,Petrol,Individual,Manual,First Owner,23.9,998,67.05,5,Y,West
1330,Maruti Swift Dzire VDI,2016,649000,70000,California,Manhattan Beach,Diesel,Individual,Manual,First Owner,26.5,1248,74,5,Y,West
1334,Maruti Celerio VDi,2015,250000,100000,California,Los Gatos,Diesel,Individual,Manual,Second Owner,27.6,793,47,5,Y,West
1346,Hyundai Xcent 1.2 CRDi SX,2018,570000,80000,California,Lemon Grove,Diesel,Individual,Manual,First Owner,25,1186,73.97,5,Y,West
1347,Renault Duster 110PS Diesel RxZ,2012,350000,105000,California,Lemon Grove,Diesel,Individual,Manual,Second Owner,19,1461,108.45,5,Y,West
1351,Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,60000,California,Lemon Grove,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5,Y,West
1352,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000,70000,California,Lemon Grove,Diesel,Individual,Manual,Third Owner,21,1396,88.76,5,Y,West
1471,Mahindra Bolero DI DX 7 Seater,2009,270000,150000,California,Davis,Diesel,Individual,Manual,Second Owner,13,2523,63,7,Y,West
1474,Ford Figo Diesel Titanium,2011,302000,103000,California,Davis,Diesel,Individual,Manual,Third Owner,20,1399,68,5,Y,West
1555,Mahindra Xylo D2 BSIV,2012,250000,119000,California,Redwood City,Diesel,Individual,Manual,First Owner,14,2489,95,8,Y,West
1619,Maruti Ertiga ZDI,2013,385000,100000,California,East Los Angeles,Diesel,Individual,Manual,Third Owner,20.7,1248,88.8,7,Y,West
1620,Maruti Wagon R VXI BS IV with ABS,2014,318000,80000,California,East Los Angeles,Petrol,Individual,Manual,First Owner,20.5,998,67.06,5,Y,West
1622,Maruti Celerio VXI,2015,330000,70000,California,East Los Angeles,Petrol,Individual,Manual,Third Owner,23,998,67.04,5,Y,West
1624,Maruti Alto 800 LXI,2014,250000,40000,California,East Los Angeles,Petrol,Individual,Manual,First Owner,22.7,796,47.3,5,Y,West
1626,Nissan Micra XV,2011,300000,60000,California,East Los Angeles,Petrol,Individual,Manual,Second Owner,18,1198,75,5,Y,West
2124,Hyundai EON Magna Plus,2012,195000,80000,California,Saratoga,Petrol,Individual,Manual,Second Owner,21,814,55.2,5,N,West
2126,Nissan Sunny Diesel XL,2014,335000,71000,California,Saratoga,Diesel,Dealer,Manual,First Owner,21.6,1461,84.8,5,N,West
2127,Mahindra XUV500 W6 2WD,2011,475000,108000,California,Saratoga,Diesel,Dealer,Manual,First Owner,16,2179,140,7,N,West
2128,Renault Duster 85PS Diesel RxL,2015,484999,75000,California,Saratoga,Diesel,Dealer,Manual,First Owner,19.8,1461,83.8,5,N,West
2129,Maruti Ciaz Delta BSIV,2018,650000,22000,California,Saratoga,Petrol,Individual,Manual,Second Owner,21.5,1462,103.25,5,N,West
2166,Mahindra Scorpio 1.99 S6 Plus,2016,1050000,58000,California,San Francisco,Diesel,Individual,Manual,First Owner,15,1997,120,7,N,West
2167,Maruti Wagon R LXI DUO BSIII,2010,200000,40000,California,San Gabriel,LPG,Individual,Manual,Fourth & Above Owner,17.3,1061,57.5,5,N,West
2168,Maruti Zen LXI,2005,60000,90000,California,San Francisco,Petrol,Individual,Manual,Second Owner,17,993,60,5,N,West
2169,Mahindra Xylo E8 ABS Airbag,2010,320000,40000,California,San Francisco,Diesel,Individual,Manual,Second Owner,14,2498,112,7,N,West
2170,Mahindra Scorpio LX,2013,520000,110000,California,San Gabriel,Diesel,Individual,Manual,First Owner,12,2179,120,9,N,West
2171,Tata New Safari DICOR 2.2 LX 4x2,2007,250000,80000,California,San Gabriel,Diesel,Individual,Manual,Second Owner,11.5,2179,138.1,7,N,West
2172,Maruti Vitara Brezza ZDi,2017,725000,60000,California,San Gabriel,Diesel,Individual,Manual,First Owner,24,1248,88.5,5,N,West
2173,Mahindra Bolero 2011-2019 SLX,2015,585000,50000,California,San Francisco,Diesel,Individual,Manual,First Owner,15.9,2523,62.1,7,N,West
2174,Tata Tiago 1.2 Revotron XZ,2017,430000,25000,California,San Francisco,Petrol,Individual,Manual,First Owner,23.8,1199,84,5,N,West
2175,Maruti Swift VDI,2011,235000,100000,California,San Francisco,Diesel,Individual,Manual,Second Owner,22,1248,74,5,N,West
2176,Maruti Swift Dzire VDi,2012,350000,52000,California,San Francisco,Diesel,Individual,Manual,Third Owner,19,1248,73.9,5,N,West
2179,Maruti Vitara Brezza ZDi Plus,2016,750000,83000,California,San Gabriel,Diesel,Individual,Manual,First Owner,24,1248,88.5,5,N,West
2207,Maruti Baleno Delta 1.2,2018,550000,10000,California,Chico,Petrol,Individual,Manual,First Owner,21,1197,83.1,5,N,West
2208,Maruti Ciaz 1.4 Alpha,2018,720000,25000,California,Chico,Petrol,Individual,Manual,First Owner,20.7,1373,91.1,5,N,West
2209,Hyundai Verna VTVT 1.6 SX,2017,950000,20000,California,Chico,Petrol,Individual,Manual,First Owner,17,1591,121.3,5,N,West
2211,Hyundai Grand i10 1.2 Kappa Sportz Option,2018,500000,40000,California,Chico,Petrol,Individual,Manual,First Owner,18,1197,81.86,5,N,West
2212,Maruti Swift Dzire VDi,2012,380000,60000,California,Chico,Diesel,Individual,Manual,First Owner,19,1248,73.9,5,N,West
2280,Maruti Wagon R LX,2006,130000,80000,California,Chula Vista,Petrol,Individual,Manual,Third Owner,18,998,67.1,5,N,West
2281,Chevrolet Beat LT,2012,141000,128000,California,Citrus Heights,Petrol,Individual,Manual,Third Owner,18,1199,79.4,5,N,West
2282,Mahindra Bolero SLE BSIII,2011,280000,120000,California,Claremont,Diesel,Individual,Manual,First Owner,13,2523,63,7,N,West
2283,Maruti SX4 ZXI AT Leather,2010,350000,30000,California,Citrus Heights,Petrol,Individual,Automatic,First Owner,12,1586,103.2,5,N,West
2284,Tata Nexon 1.2 Revotron XM,2018,575000,70000,California,Chula Vista,Petrol,Individual,Manual,First Owner,17,1198,108.5,5,N,West
2285,Hyundai i20 Sportz Option 1.2,2015,550000,41000,California,Chula Vista,Petrol,Individual,Manual,First Owner,18,1197,81.83,5,N,West
2287,Maruti Alto LX,2006,120000,30000,California,Claremont,Petrol,Individual,Manual,Second Owner,19,796,46.3,5,N,West
2288,Maruti Alto K10 VXI,2015,320000,30000,California,Claremont,Petrol,Individual,Manual,First Owner,23.9,998,67.05,5,N,West
2290,Maruti SX4 Zxi BSIII,2010,300000,22000,California,Claremont,Petrol,Individual,Manual,First Owner,15,1586,104.68,5,N,West
2355,Maruti Swift Dzire ZXI,2015,600000,7967,California,South Lake Tahoe,Petrol,Individual,Manual,First Owner,20.8,1197,83.14,5,N,West
2360,Ford Freestyle Titanium Diesel BSIV,2019,725000,17000,California,South Lake Tahoe,Diesel,Individual,Manual,First Owner,24,1498,98.63,5,N,West
2362,Renault KWID RXT,2015,300000,10000,California,South Lake Tahoe,Petrol,Individual,Manual,First Owner,25.1,799,53.3,5,N,West
2365,Maruti Wagon R PRIMEA,2006,120000,90000,California,South Lake Tahoe,Petrol,Individual,Manual,Second Owner,18,998,67,5,N,West
2375,Maruti Swift Dzire AMT VXI,2017,600000,26634,California,South Lake Tahoe,Petrol,Dealer,Automatic,First Owner,21.2,1197,81.8,5,N,West
2379,Ford Figo Aspire 1.5 TDCi Trend,2015,415000,100581,California,South Lake Tahoe,Diesel,Dealer,Manual,First Owner,25.8,1498,99,5,N,West
2402,Ford Aspire Trend Diesel BSIV,2018,530000,80000,California,Temecula,Diesel,Individual,Manual,First Owner,26,1498,99.23,5,N,West
2403,Toyota Innova 2.5 V Diesel 8-seater,2006,425000,270000,California,Temecula,Diesel,Individual,Manual,Third Owner,12,2494,102,8,N,West
2409,Honda City i DTEC SV,2014,580000,97000,California,Temecula,Diesel,Individual,Manual,First Owner,26,1498,98.6,5,N,West
2410,Hyundai EON Era Plus,2014,200000,60000,California,Temecula,Petrol,Individual,Manual,Second Owner,21,814,55.2,5,N,West
2431,Maruti Alto 800 VXI,2013,170000,60000,California,Temecula,Petrol,Individual,Manual,Fourth & Above Owner,22.7,796,47.3,5,N,West
2438,Maruti Swift VXI,2019,630000,4000,California,Temecula,Petrol,Individual,Manual,First Owner,21.2,1197,81.8,5,N,West
2439,Hyundai i10 Sportz,2011,250000,50000,California,Temecula,Petrol,Individual,Manual,First Owner,20.3,1197,78.9,5,N,West
2464,Maruti Wagon R LXI BS IV,2010,220000,46533,California,Twentynine Palms,Petrol,Dealer,Manual,First Owner,18,998,67.1,5,N,West
2466,Maruti Omni 8 Seater BSIV,2008,114999,58632,California,Twentynine Palms,Petrol,Dealer,Manual,Second Owner,14,796,35,5,N,West
2469,Maruti Ertiga SHVS VDI,2016,750000,70000,California,Twentynine Palms,Diesel,Individual,Manual,First Owner,24.5,1248,88.5,7,N,West
2470,Renault KWID 1.0 RXT Optional,2017,265000,90000,California,Twentynine Palms,Petrol,Individual,Manual,First Owner,23,999,67,5,N,West
2471,Ford Classic 1.6 Duratec Titanium,2014,450000,110000,California,Twentynine Palms,Petrol,Individual,Manual,Second Owner,14,1596,99.6,5,N,West
2521,Maruti Swift Dzire VDI,2015,610000,60000,California,Carlsbad,Diesel,Individual,Manual,First Owner,26.5,1248,74,5,N,West
2522,Maruti Wagon R LXI,2004,85000,110000,California,Carlsbad,Petrol,Individual,Manual,First Owner,18,998,67.1,5,N,West
2523,Renault Duster 85PS Diesel RxL Optional,2013,490000,95000,California,Carlsbad,Diesel,Individual,Manual,First Owner,20.4,1461,83.8,5,N,West
2524,Hyundai EON Era Plus,2015,229999,34000,California,Carlsbad,Petrol,Individual,Manual,Second Owner,21,814,55.2,5,N,West
2529,Maruti Ritz VXi (ABS) BS IV,2011,190000,47000,California,Carlsbad,Petrol,Individual,Manual,First Owner,18,1197,85.8,5,N,West
2530,Hyundai Santro Magna AMT BSIV,2019,499000,5000,California,Carlsbad,Petrol,Individual,Automatic,First Owner,20,1086,68,5,N,West
2539,Hyundai Santro Sportz BSIV,2018,490000,7000,California,Carlsbad,Petrol,Individual,Manual,First Owner,20,1086,68,5,N,West
2577,Maruti Alto K10 VXI AGS,2019,380000,14000,California,Concord,Petrol,Individual,Automatic,First Owner,23.9,998,67.05,5,N,West
2578,Chevrolet Beat Diesel LT,2014,160000,70000,California,Costa Mesa,Diesel,Individual,Manual,Third Owner,25.4,936,56.3,5,N,West
2579,Hyundai Verna VTVT 1.6 AT SX Option,2019,1270000,20000,California,Concord,Petrol,Individual,Automatic,First Owner,17,1591,121.3,5,N,West
2581,Maruti Swift VDI Optional,2015,405000,100000,California,Concord,Diesel,Individual,Manual,First Owner,25,1248,74,5,N,West
2582,Mahindra XUV500 W8 2WD,2015,850000,64800,California,Costa Mesa,Diesel,Individual,Manual,First Owner,15,2179,140,7,N,West
2588,Hyundai Elantra CRDi SX,2015,869999,120000,California,Concord,Diesel,Individual,Manual,First Owner,22,1582,126.2,5,N,West
2589,Maruti Wagon R Duo Lxi,2010,160000,66444,California,Costa Mesa,LPG,Individual,Manual,First Owner,26.2,998,58.2,5,N,West
2590,Maruti Vitara Brezza VDi Option,2016,700000,86000,California,Costa Mesa,Diesel,Individual,Manual,First Owner,24,1248,88.5,5,N,West
2591,Nissan Sunny Diesel XV,2012,300000,90000,California,Concord,Diesel,Individual,Manual,First Owner,21.6,1461,84.8,5,N,West
2592,Honda Civic 1.8 S AT,2007,175000,218463,California,Concord,Petrol,Individual,Automatic,First Owner,12,1799,130,5,N,West
2593,Toyota Innova 2.5 VX 8 STR,2012,960000,153000,California,Concord,Diesel,Individual,Manual,First Owner,12,2494,102,8,N,West
2594,Mahindra Thar CRDe AC,2014,525000,70000,California,Costa Mesa,Diesel,Individual,Manual,Second Owner,16.5,2498,105,6,N,West
2595,Hyundai Grand i10 CRDi Sportz,2015,345000,60000,California,Costa Mesa,Diesel,Individual,Manual,First Owner,24,1120,70,5,N,West
2596,Honda Amaze S i-Vtech,2015,390000,50000,California,Costa Mesa,Petrol,Individual,Manual,First Owner,18,1198,86.7,5,N,West
2598,Chevrolet Sail 1.2 LS ABS,2014,310000,35000,California,Costa Mesa,Petrol,Individual,Manual,First Owner,18,1199,82.4,5,N,West
2761,Maruti Ertiga VDI,2013,650000,170000,California,Oceanside,Diesel,Individual,Manual,Third Owner,20.7,1248,88.76,7,N,West
2763,Maruti Alto 800 LXI,2012,180000,80000,California,Oceanside,Petrol,Individual,Manual,First Owner,22.7,796,47.3,5,N,West
2764,Hyundai EON Magna Plus,2013,200000,57000,California,Oceanside,Petrol,Individual,Manual,First Owner,21,814,55.2,5,N,West
2766,Hyundai Verna 1.6 VTVT S,2015,650000,40000,California,Oceanside,Petrol,Individual,Manual,First Owner,17,1591,121.3,5,N,West
2767,Maruti Alto 800 LXI,2014,267000,40000,California,Oceanside,Petrol,Individual,Manual,First Owner,22.7,796,47.3,5,N,West
2768,Maruti Wagon R LXI CNG,2018,450000,50000,California,Oceanside,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,N,West
2785,Maruti 800 AC,2008,60000,80000,California,Roseville,Petrol,Individual,Manual,Second Owner,16,796,37,4,N,West
2786,Maruti Alto LXi BSIII,2008,112999,80000,California,Roseville,Petrol,Individual,Manual,Third Owner,19,796,46.3,5,N,West
2788,Ford Figo Diesel ZXI,2012,325000,150000,California,Roseville,Diesel,Individual,Manual,First Owner,20,1399,68,5,N,West
2789,Hyundai i20 1.2 Spotz,2017,650000,20000,California,Roseville,Petrol,Individual,Manual,First Owner,18,1197,81.83,5,N,West
2790,Tata Indigo LX,2009,85000,80000,California,Roseville,Diesel,Individual,Manual,Second Owner,17,1405,70,5,N,West
